observation_id,taxon_id,observer_id,n,signature,stratum_groups,included,reason
362524780,18236,3719426,5,1;1;2;2;2,1,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
362646055,9346,6479501,2,1;2,1,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
362646058,9346,6479501,4,0;0;0;0,1,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
362735236,14898,808676,2,2;2,8,True,MATCHABLE
362800296,4450,2408765,5,2;2;2;2;2,3,True,MATCHABLE
362800311,4209,2408765,2,2;2,1,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
363039588,9721,10300378,3,1;1;1,1,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
363604012,7428,540840,2,0;1,1,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
364578560,16028,1196455,2,1;2,6,True,MATCHABLE
364659214,4368,10490503,2,1;1,3,True,MATCHABLE
364809738,558439,1879003,2,2;2,4,True,MATCHABLE
365171640,4368,9897589,2,0;1,3,True,MATCHABLE
365480631,14995,6566663,5,2;2;2;2;2,2,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
365499098,792988,10395488,3,0;0;0,1,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
365593243,9346,3221212,2,0;0,1,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
366046802,9135,304021,4,1;1;1;1,3,True,MATCHABLE
367036163,4450,7716734,2,0;1,3,True,MATCHABLE
367217667,4356,5627117,2,2;2,1,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
368711855,792988,9146823,2,0;0,5,True,MATCHABLE
368849365,8229,9601757,2,1;1,2,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
369424792,7294,835054,3,0;0;0,3,True,MATCHABLE
369429985,792988,2252210,2,0;0,5,True,MATCHABLE
369717602,11935,5862565,4,1;2;2;2,1,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
370073479,4450,5806299,2,1;2,3,True,MATCHABLE
371052124,9100,9298977,2,2;2,7,True,MATCHABLE
371433594,792988,4416136,2,0;1,2,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
371774239,9135,7982967,3,1;1;1,2,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
371789472,9135,7982967,3,0;0;0,2,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
372108932,11901,2232396,2,1;1,2,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
372630795,11901,5846286,2,1;1,2,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
372811622,11901,836675,2,2;2,3,True,MATCHABLE
373016918,11901,4333,2,2;2,3,True,MATCHABLE
373453993,11935,9904878,2,0;2,1,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
373688768,11935,1672365,2,0;1,2,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
373794496,10227,90147,2,0;2,1,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
374115141,14898,6189396,4,1;2;2;2,1,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
374591050,11901,7209159,2,0;0,4,True,MATCHABLE
375048794,8229,4141345,3,0;1;2,2,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
375152538,11901,10450324,3,0;0;0,1,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
375320664,792988,4416136,2,0;0,5,True,MATCHABLE
375333999,11901,10641608,4,0;0;0;0,1,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
375422366,18236,2252210,2,2;2,8,True,MATCHABLE
375543037,14995,10499957,3,1;1;2,2,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
375870692,16028,69145,2,2;2,2,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
376226731,10227,6479501,5,0;0;0;0;0,2,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
376384144,9721,8063284,2,2;2,8,True,MATCHABLE
376887282,11901,6730786,3,2;2;2,2,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
376903814,8229,9146823,2,2;2,3,True,MATCHABLE
377513872,11901,1659317,2,0;0,4,True,MATCHABLE
377752378,14898,4888523,3,2;2;2,2,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
377763483,11901,8150756,3,0;1;2,1,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
378140427,9100,36492,2,2;2,7,True,MATCHABLE
378549048,10224,10300378,3,1;1;1,1,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
378651931,14995,714230,4,1;2;2;2,1,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
379183498,11901,3756401,4,2;2;2;2,1,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
379183503,11901,3756401,3,2;2;2,2,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
379710467,6930,10443702,2,0;0,5,True,MATCHABLE
379734584,11901,1019741,4,0;0;1;1,1,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
379929894,6930,4663133,2,2;2,2,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
380017192,6930,927554,2,1;2,3,True,MATCHABLE
380043024,16028,2361065,3,2;2;2,3,True,MATCHABLE
380271520,6930,742419,2,0;1,2,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
380278682,11901,881785,5,0;0;0;1;1,1,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
380305154,6930,4462462,4,0;0;0;0,1,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
380327127,6930,5903963,2,1;2,3,True,MATCHABLE
380328569,6930,10710666,2,0;0,5,True,MATCHABLE
380338431,6930,5903963,3,0;1;1,2,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
380513545,8229,1492719,2,0;1,5,True,MATCHABLE
380697011,18236,2259406,2,0;1,2,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
380716717,4450,7716734,2,0;0,2,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
381469555,6930,4831715,2,0;0,5,True,MATCHABLE
381794861,11901,6014963,3,0;0;2,1,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
382072389,6930,7798560,4,2;2;2;2,1,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
382402703,6930,8828047,4,0;0;1;1,1,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
382402713,6930,8828047,2,0;0,5,True,MATCHABLE
382495219,11901,6205046,2,0;0,4,True,MATCHABLE
382627789,9100,2008,2,2;2,7,True,MATCHABLE
383041571,11901,210566,2,0;0,4,True,MATCHABLE
383072780,6930,9463491,4,0;0;2;2,1,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
383232792,11901,6772644,2,2;2,3,True,MATCHABLE
384306712,11901,517302,2,0;2,1,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
384915693,11901,817103,4,0;1;1;1,1,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
385009816,792988,1992309,2,0;0,5,True,MATCHABLE
385122102,6930,1673632,2,0;2,1,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
385389331,11901,3901686,2,1;2,1,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
385771883,6930,10748465,4,1;1;1;2,1,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
385799425,10227,8635490,2,0;0,5,True,MATCHABLE
385937344,6987,6011298,4,0;0;1;1,1,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
386230227,6930,5967459,2,1;2,3,True,MATCHABLE
386230228,6930,5967459,5,0;1;1;1;1,1,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
386319523,4356,6610413,2,0;1,2,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
386982813,18236,4416136,3,2;2;2,6,True,MATCHABLE
387291688,6930,4664092,2,0;1,2,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
387684220,4450,16131,3,0;0;1,1,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
388186487,10227,6479501,3,0;0;0,4,True,MATCHABLE
388201493,4450,2774706,5,2;2;2;2;2,3,True,MATCHABLE
388220044,6930,9355792,3,0;1;1,2,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
388805983,6930,1591778,2,2;2,2,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
388806023,6930,1591778,2,0;0,5,True,MATCHABLE
389309751,6930,10843598,3,1;1;2,1,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
389407635,6930,5589532,3,0;0;0,1,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
389752561,6930,5918165,3,1;2;2,1,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
390187357,9100,301464,2,1;2,2,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
390187362,9100,301464,2,2;2,7,True,MATCHABLE
390929643,62148,5404228,3,1;1;1,2,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
392409808,4450,1145694,3,0;1;1,2,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
392760214,4209,1411159,2,1;2,1,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
392854606,9100,1196455,2,1;1,3,True,MATCHABLE
393033859,144537,2386209,2,2;2,3,True,MATCHABLE
393044958,18236,2447425,2,1;1,1,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
393740419,4450,3176001,2,2;2,2,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
393910113,4345,7248009,2,1;1,2,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
394183794,558441,4406716,4,1;2;2;2,1,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
394200127,144537,3176001,2,0;1,1,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
394374855,4368,3176001,2,0;0,3,True,MATCHABLE
394618461,4356,4880384,2,1;2,4,True,MATCHABLE
394970421,7428,5952771,5,1;1;2;2;2,1,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
395167315,558439,5806299,2,1;2,1,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
395434970,62550,1129599,2,0;1,3,True,MATCHABLE
395603455,18236,10952093,2,2;2,8,True,MATCHABLE
395729474,6937,145009,4,2;2;2;2,1,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
396046911,144537,9600579,2,0;0,5,True,MATCHABLE
396200184,4356,8527435,2,1;1,4,True,MATCHABLE
396307059,7458,110521,3,0;0;0,2,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
396431008,792988,4939706,4,1;2;2;2,2,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
396725804,14898,9251981,2,1;1,1,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
396839650,9915,3341238,2,2;2,1,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
396989040,9135,9354782,4,1;1;1;1,3,True,MATCHABLE
397146540,792988,588267,3,0;1;1,1,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
397161411,9921,6837728,4,1;1;1;2,1,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
397184145,9135,1094163,2,1;1,2,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
397433109,792988,5924315,3,1;1;2,1,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
397962401,144537,857080,2,1;2,4,True,MATCHABLE
398249501,10224,10300378,2,2;2,2,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
