,observation_id,taxon_id,observer_id,n,signature,stratum_groups,included,reason
944,348102728,7513,1791950,2,0;0,4,True,MATCHABLE
945,348199365,792988,31422,3,1;2;2,1,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
946,348330888,8010,5431149,2,0;0,4,True,MATCHABLE
947,348566706,18236,2359485,2,2;2,8,True,MATCHABLE
948,348866049,6937,7006237,3,2;2;2,2,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
949,349069099,9135,427851,4,2;2;2;2,1,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
950,349652664,7513,1042080,4,0;0;1;1,1,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
951,349698635,792988,8073104,2,0;0,5,True,MATCHABLE
952,349813381,14995,8476174,2,2;2,3,True,MATCHABLE
953,349881645,11935,9103635,4,2;2;2;2,2,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
954,350569922,11935,8457851,2,1;1,2,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
955,350707129,8010,7459486,2,2;2,4,True,MATCHABLE
956,350967220,145310,3612539,2,1;1,3,True,MATCHABLE
957,351244730,8010,7873026,4,1;1;1;1,1,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
958,351245374,8010,3152459,2,1;2,2,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
959,352942716,8010,2920269,4,2;2;2;2,2,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
960,353158400,14898,1875368,2,2;2,8,True,MATCHABLE
961,353840121,9135,7179285,4,0;0;1;2,1,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
962,353903297,145310,3829631,2,2;2,2,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
963,355078507,8010,8428482,2,0;1,2,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
964,356541251,8229,5645245,2,1;1,2,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
965,356758248,9100,8303125,2,2;2,7,True,MATCHABLE
966,356758340,9100,8303125,3,2;2;2,4,True,MATCHABLE
967,356955114,9921,2764226,3,1;1;1,2,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
968,356958797,14898,4888523,3,1;1;2,1,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
969,357288632,9915,8258389,2,0;1,3,True,MATCHABLE
970,357494786,4356,4481001,2,0;0,2,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
971,357591071,145310,6129145,2,0;1,2,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
972,357680572,9135,6791957,2,0;0,1,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
973,358267264,9424,3165514,2,2;2,4,True,MATCHABLE
974,358285286,145310,1968550,3,2;2;2,4,True,MATCHABLE
975,358510970,7470,2049006,3,2;2;2,1,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
976,359260485,9915,5498692,3,1;2;2,1,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
977,359666981,9100,4416136,2,2;2,7,True,MATCHABLE
978,360118148,8010,4849632,3,1;1;2,2,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
979,360118269,8010,4849632,3,0;1;2,1,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
980,360212695,10227,4278336,2,0;1,2,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
981,360406162,8229,5645245,5,2;2;2;2;2,1,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
982,361132171,9921,1364149,3,0;0;2,1,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
983,361223819,4450,8932425,2,2;2,2,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
984,361265100,8010,1416674,3,1;1;2,2,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
985,362165068,8021,4068205,3,0;0;0,3,True,MATCHABLE
986,362431124,4345,8588107,2,0;0,5,True,MATCHABLE
987,362524780,18236,3719426,5,1;1;2;2;2,1,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
988,362646055,9346,6479501,2,1;2,1,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
989,362646058,9346,6479501,4,0;0;0;0,1,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
990,362735236,14898,808676,2,2;2,8,True,MATCHABLE
991,362800296,4450,2408765,5,2;2;2;2;2,3,True,MATCHABLE
992,362800311,4209,2408765,2,2;2,1,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
993,363039588,9721,10300378,3,1;1;1,1,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
994,363604012,7428,540840,2,0;1,1,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
995,364578560,16028,1196455,2,1;2,6,True,MATCHABLE
996,364659214,4368,10490503,2,1;1,3,True,MATCHABLE
997,364809738,558439,1879003,2,2;2,4,True,MATCHABLE
998,365171640,4368,9897589,2,0;1,3,True,MATCHABLE
999,365480631,14995,6566663,5,2;2;2;2;2,2,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
1000,365499098,792988,10395488,3,0;0;0,1,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
1001,365593243,9346,3221212,2,0;0,1,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
1002,366046802,9135,304021,4,1;1;1;1,3,True,MATCHABLE
1003,367036163,4450,7716734,2,0;1,3,True,MATCHABLE
1004,367217667,4356,5627117,2,2;2,1,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
1005,368711855,792988,9146823,2,0;0,5,True,MATCHABLE
1006,368849365,8229,9601757,2,1;1,2,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
1007,369424792,7294,835054,3,0;0;0,3,True,MATCHABLE
1008,369429985,792988,2252210,2,0;0,5,True,MATCHABLE
1009,369717602,11935,5862565,4,1;2;2;2,1,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
1010,370073479,4450,5806299,2,1;2,3,True,MATCHABLE
1011,371052124,9100,9298977,2,2;2,7,True,MATCHABLE
1012,371433594,792988,4416136,2,0;1,2,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
1013,371774239,9135,7982967,3,1;1;1,2,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
1014,371789472,9135,7982967,3,0;0;0,2,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
1015,372108932,11901,2232396,2,1;1,2,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
1016,372630795,11901,5846286,2,1;1,2,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
1017,372811622,11901,836675,2,2;2,3,True,MATCHABLE
1018,373016918,11901,4333,2,2;2,3,True,MATCHABLE
1019,373453993,11935,9904878,2,0;2,1,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
1020,373688768,11935,1672365,2,0;1,2,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
1021,373794496,10227,90147,2,0;2,1,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
1022,374115141,14898,6189396,4,1;2;2;2,1,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
1023,374591050,11901,7209159,2,0;0,4,True,MATCHABLE
1024,375048794,8229,4141345,3,0;1;2,2,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
1025,375152538,11901,10450324,3,0;0;0,1,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
1026,375320664,792988,4416136,2,0;0,5,True,MATCHABLE
1027,375333999,11901,10641608,4,0;0;0;0,1,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
1028,375422366,18236,2252210,2,2;2,8,True,MATCHABLE
1029,375543037,14995,10499957,3,1;1;2,2,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
1030,375870692,16028,69145,2,2;2,2,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
1031,376226731,10227,6479501,5,0;0;0;0;0,2,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
1032,376384144,9721,8063284,2,2;2,8,True,MATCHABLE
1033,376887282,11901,6730786,3,2;2;2,2,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
1034,376903814,8229,9146823,2,2;2,3,True,MATCHABLE
1035,377513872,11901,1659317,2,0;0,4,True,MATCHABLE
1036,377752378,14898,4888523,3,2;2;2,2,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
1037,377763483,11901,8150756,3,0;1;2,1,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
1038,378140427,9100,36492,2,2;2,7,True,MATCHABLE
1039,378549048,10224,10300378,3,1;1;1,1,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
1040,378651931,14995,714230,4,1;2;2;2,1,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
1041,379183498,11901,3756401,4,2;2;2;2,1,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
1042,379183503,11901,3756401,3,2;2;2,2,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
1043,379710467,6930,10443702,2,0;0,5,True,MATCHABLE
1044,379734584,11901,1019741,4,0;0;1;1,1,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
1045,379929894,6930,4663133,2,2;2,2,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
1046,380017192,6930,927554,2,1;2,3,True,MATCHABLE
1047,380043024,16028,2361065,3,2;2;2,3,True,MATCHABLE
1048,380271520,6930,742419,2,0;1,2,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
1049,380278682,11901,881785,5,0;0;0;1;1,1,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
1050,380305154,6930,4462462,4,0;0;0;0,1,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
1051,380327127,6930,5903963,2,1;2,3,True,MATCHABLE
1052,380328569,6930,10710666,2,0;0,5,True,MATCHABLE
1053,380338431,6930,5903963,3,0;1;1,2,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
1054,380513545,8229,1492719,2,0;1,5,True,MATCHABLE
1055,380697011,18236,2259406,2,0;1,2,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
1056,380716717,4450,7716734,2,0;0,2,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
1057,381469555,6930,4831715,2,0;0,5,True,MATCHABLE
1058,381794861,11901,6014963,3,0;0;2,1,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
1059,382072389,6930,7798560,4,2;2;2;2,1,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
1060,382402703,6930,8828047,4,0;0;1;1,1,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
1061,382402713,6930,8828047,2,0;0,5,True,MATCHABLE
1062,382495219,11901,6205046,2,0;0,4,True,MATCHABLE
1063,382627789,9100,2008,2,2;2,7,True,MATCHABLE
1064,383041571,11901,210566,2,0;0,4,True,MATCHABLE
1065,383072780,6930,9463491,4,0;0;2;2,1,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
1066,383232792,11901,6772644,2,2;2,3,True,MATCHABLE
1067,384306712,11901,517302,2,0;2,1,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
1068,384915693,11901,817103,4,0;1;1;1,1,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
1069,385009816,792988,1992309,2,0;0,5,True,MATCHABLE
1070,385122102,6930,1673632,2,0;2,1,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
1071,385389331,11901,3901686,2,1;2,1,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
1072,385771883,6930,10748465,4,1;1;1;2,1,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
1073,385799425,10227,8635490,2,0;0,5,True,MATCHABLE
1074,385937344,6987,6011298,4,0;0;1;1,1,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
1075,386230227,6930,5967459,2,1;2,3,True,MATCHABLE
1076,386230228,6930,5967459,5,0;1;1;1;1,1,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
1077,386319523,4356,6610413,2,0;1,2,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
1078,386982813,18236,4416136,3,2;2;2,6,True,MATCHABLE
1079,387291688,6930,4664092,2,0;1,2,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
1080,387684220,4450,16131,3,0;0;1,1,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
1081,388186487,10227,6479501,3,0;0;0,4,True,MATCHABLE
1082,388201493,4450,2774706,5,2;2;2;2;2,3,True,MATCHABLE
1083,388220044,6930,9355792,3,0;1;1,2,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
1084,388805983,6930,1591778,2,2;2,2,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
1085,388806023,6930,1591778,2,0;0,5,True,MATCHABLE
1086,389309751,6930,10843598,3,1;1;2,1,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
1087,389407635,6930,5589532,3,0;0;0,1,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
1088,389752561,6930,5918165,3,1;2;2,1,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
1089,390187357,9100,301464,2,1;2,2,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
1090,390187362,9100,301464,2,2;2,7,True,MATCHABLE
1091,390929643,62148,5404228,3,1;1;1,2,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
1092,392409808,4450,1145694,3,0;1;1,2,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
1093,392760214,4209,1411159,2,1;2,1,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
1094,392854606,9100,1196455,2,1;1,3,True,MATCHABLE
1095,393033859,144537,2386209,2,2;2,3,True,MATCHABLE
1096,393044958,18236,2447425,2,1;1,1,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
1097,393740419,4450,3176001,2,2;2,2,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
1098,393910113,4345,7248009,2,1;1,2,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
1099,394183794,558441,4406716,4,1;2;2;2,1,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
1100,394200127,144537,3176001,2,0;1,1,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
1101,394374855,4368,3176001,2,0;0,3,True,MATCHABLE
1102,394618461,4356,4880384,2,1;2,4,True,MATCHABLE
1103,394970421,7428,5952771,5,1;1;2;2;2,1,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
1104,395167315,558439,5806299,2,1;2,1,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
1105,395434970,62550,1129599,2,0;1,3,True,MATCHABLE
1106,395603455,18236,10952093,2,2;2,8,True,MATCHABLE
1107,395729474,6937,145009,4,2;2;2;2,1,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
1108,396046911,144537,9600579,2,0;0,5,True,MATCHABLE
1109,396200184,4356,8527435,2,1;1,4,True,MATCHABLE
1110,396307059,7458,110521,3,0;0;0,2,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
1111,396431008,792988,4939706,4,1;2;2;2,2,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
1112,396725804,14898,9251981,2,1;1,1,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
1113,396839650,9915,3341238,2,2;2,1,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
1114,396989040,9135,9354782,4,1;1;1;1,3,True,MATCHABLE
1115,397146540,792988,588267,3,0;1;1,1,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
1116,397161411,9921,6837728,4,1;1;1;2,1,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
1117,397184145,9135,1094163,2,1;1,2,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
1118,397433109,792988,5924315,3,1;1;2,1,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
1119,397962401,144537,857080,2,1;2,4,True,MATCHABLE
1120,398249501,10224,10300378,2,2;2,2,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
